# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin822.fa	taxid assigned	based on 2083/2113 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;1.00;1.00;0.83;0.83;0.79;0.79;0.79;0.79	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
Bin823.fa	taxid assigned	based on 2257/2315 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.99;0.99;0.97;0.94;0.84;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin824.fa	taxid assigned	based on 2950/2977 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.94;0.94	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin825.fa	taxid assigned	based on 1576/1601 ORFs	1;131567;2;1783272;1239;47928;1263003	1.00;1.00;1.00;0.86;0.86;0.72;0.71	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:129
Bin826.fa	taxid assigned	based on 3290/3352 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.92;0.92;0.92;0.92;0.92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin827.fa	taxid assigned	based on 2046/2169 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.95;0.94;0.86;0.79;0.75;0.75	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin828.fa	taxid assigned	based on 2232/2365 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.98;0.98;0.94;0.92;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin829.fa	taxid assigned	based on 2277/2397 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.82	Bacteria	Proteobacteria	no support	no support	no support	no support	no support
Bin83.fa	taxid assigned	based on 4111/4180 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.98;0.96;0.96;0.71;0.71	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin830.fa	taxid assigned	based on 2017/2023 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.88;0.88;0.88;0.88;0.88;0.86;0.85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin831.fa	taxid assigned	based on 1673/1730 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin832.fa	taxid assigned	based on 2426/2481 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin833.fa	taxid assigned	based on 3396/3423 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95;0.80;0.80	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin834.fa	taxid assigned	based on 1996/2126 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.87;0.87;0.87;0.86;0.86;0.62;0.43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin835.fa	taxid assigned	based on 2130/2156 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin836.fa	taxid assigned	based on 1349/1379 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.96;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin837.fa	taxid assigned	based on 2389/2461 ORFs	1;131567;2;1783272;1239;186801;186802;39779;1898207	1.00;1.00;1.00;0.93;0.92;0.71;0.67;0.57;0.57	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	Clostridiales bacterium
Bin838.fa	taxid assigned	based on 1660/1690 ORFs	1;131567;2157;28890;2283796;183967;1235850;1577788;1080709;1406512	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis
Bin839.fa	taxid assigned	based on 1944/1964 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.99;0.94;0.93;0.93;0.86;0.85	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin84.fa	taxid assigned	based on 3030/3052 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.81;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin840.fa	taxid assigned	based on 3915/3952 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin841.fa	taxid assigned	based on 1160/1259 ORFs	1;131567;2;1783272;544448;31969;2085;2092;2093;167966;1262906	1.00;1.00;1.00;0.97;0.85;0.85;0.85;0.85;0.85;0.85;0.84	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:776
Bin842.fa	taxid assigned	based on 2066/2118 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.98;0.98;0.96;0.96;0.56	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin843.fa	taxid assigned	based on 846/856 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;29465	1.00;1.00;1.00;0.82;0.82;0.79;0.76;0.76;0.76	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	no support
Bin844.fa	taxid assigned	based on 2875/2929 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.95;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin845.fa	taxid assigned	based on 2248/2273 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.54;0.54	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin846.fa	taxid assigned	based on 2836/2929 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin847.fa	taxid assigned	based on 2488/2534 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.82;0.81;0.79;0.79	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin848.fa	taxid assigned	based on 3653/3680 ORFs	1;131567;2	1.00;0.97;0.97	Bacteria	no support	no support	no support	no support	no support	no support
Bin849.fa	taxid assigned	based on 2724/2740 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.85;0.85;0.85;0.85;0.85;0.84;0.82	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin85.fa	taxid assigned	based on 3134/3175 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin850.fa	taxid assigned	based on 5970/6055 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.89;0.89;0.87;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin851.fa	taxid assigned	based on 1395/1401 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.65;0.65;0.65;0.62;0.62	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin852.fa	taxid assigned	based on 2885/3041 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.96;0.96;0.89;0.89;0.86;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin853.fa	taxid assigned	based on 2549/2583 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.87;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin854.fa	taxid assigned	based on 2040/2060 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.82	Bacteria	Proteobacteria	no support	no support	no support	no support	no support
Bin855.fa	taxid assigned	based on 3682/3711 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.80;0.80;0.80;0.80;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin856.fa	taxid assigned	based on 2868/2900 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.87;0.32	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin857.fa	taxid assigned	based on 2840/2870 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.97;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin858.fa	taxid assigned	based on 1772/1825 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.93;0.93;0.78;0.76	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin859.fa	taxid assigned	based on 2415/2443 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.77	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin86.fa	taxid assigned	based on 2807/2858 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.96;0.96;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin860.fa	taxid assigned	based on 3097/3121 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.83;0.83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin861.fa	taxid assigned	based on 2859/2993 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.94;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin862.fa	taxid assigned	based on 1882/1887 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;0.96;0.96;0.83;0.74;0.74;0.74;0.73;0.73	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin863.fa	taxid assigned	based on 2057/2091 ORFs	1;131567;2;1224	1.00;1.00;1.00;0.81	Bacteria	Proteobacteria	no support	no support	no support	no support	no support
Bin864.fa	taxid assigned	based on 1998/2012 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;0.98;0.93;0.91;0.90;0.89;0.88	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	no support
Bin865.fa	taxid assigned	based on 1772/1840 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1924093;2625359	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.93;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	no support
Bin866.fa	taxid assigned	based on 3371/3444 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.72	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin867.fa	taxid assigned	based on 3984/4069 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.91;0.89	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin868.fa	taxid assigned	based on 1923/1967 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.93;0.93;0.93;0.93;0.93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin869.fa	taxid assigned	based on 3290/3325 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.97;0.97;0.74;0.74;0.74;0.74;0.74;0.66;0.66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin87.fa	taxid assigned	based on 1880/1897 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.95;0.95;0.95;0.95;0.95;0.91;0.90	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin870.fa	taxid assigned	based on 2380/2392 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.98;0.98;0.74;0.74;0.74;0.72;0.72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin871.fa	taxid assigned	based on 5945/5980 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.99;0.99;0.82;0.82;0.82;0.82;0.82;0.70;0.70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin872.fa	taxid assigned	based on 2061/2097 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;904	1.00;1.00;1.00;1.00;1.00;0.98;0.98;0.98;0.98	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	no support
Bin873.fa	taxid assigned	based on 4824/4886 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.80;0.80;0.80;0.80;0.80;0.66;0.66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin874.fa	taxid assigned	based on 4082/4122 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.79;0.79;0.79;0.79;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin875.fa	taxid assigned	based on 1816/1853 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin876.fa	taxid assigned	based on 1971/1982 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;0.98;0.98;0.93;0.91;0.91;0.91;0.90;0.90	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin877.fa	taxid assigned	based on 2583/2605 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.93;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin878.fa	taxid assigned	based on 1792/1806 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;1.00;1.00;0.93;0.90;0.90;0.90;0.86;0.86	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin879.fa	taxid assigned	based on 2428/2447 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.97;0.95;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin88.fa	taxid assigned	based on 2375/2474 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.95;0.93;0.88;0.83;0.67	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin880.fa	taxid assigned	based on 3093/3126 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.96;0.94;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin881.fa	taxid assigned	based on 1821/1847 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin882.fa	taxid assigned	based on 3174/3243 ORFs	1;131567;2;1783272;1239;186801;186802;186803;1506553;2608895;1965562	1.00;1.00;1.00;0.93;0.92;0.86;0.83;0.57;0.55;0.54;0.53	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp. An14
Bin883.fa	taxid assigned	based on 1845/1883 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.98	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin884.fa	taxid assigned	based on 2926/3001 ORFs	1;131567;2;1783272;1239;186801;186802;216572;2591381;2644575;2763041	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.90;0.86;0.86;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. NSJ-60
Bin885.fa	taxid assigned	based on 2342/2371 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.96;0.96;0.92;0.92;0.72	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin886.fa	taxid assigned	based on 2564/2610 ORFs	1;131567;2;1783272;1239;47928;1262989	1.00;0.99;0.99;0.95;0.94;0.65;0.65	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:94
Bin887.fa	taxid assigned	based on 2364/2405 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.98;0.96;0.96;0.94;0.94;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin888.fa	taxid assigned	based on 3383/3464 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;2624479;1965542	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.88;0.61;0.61;0.55	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. An11
Bin889.fa	taxid assigned	based on 1701/1749 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.97	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin89.fa	taxid assigned	based on 1813/1836 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.82;0.82;0.82;0.81;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin890.fa	taxid assigned	based on 2629/2680 ORFs	1;131567;2;1783272;1239;186801;186802;186803;189330	1.00;1.00;1.00;0.98;0.98;0.91;0.91;0.79;0.35	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	no support
Bin891.fa	taxid assigned	based on 2275/2322 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;39496	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.92;0.92;0.83	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum
Bin892.fa	taxid assigned	based on 2307/2458 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.96;0.96;0.93;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin893.fa	taxid assigned	based on 2830/2855 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.93;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin894.fa	taxid assigned	based on 3254/3316 ORFs	1;131567;2;1783272;1239;186801;186802;186803;572511	1.00;0.99;0.99;0.98;0.98;0.93;0.93;0.63;0.62	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	no support
Bin895.fa	taxid assigned	based on 4303/4391 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.91;0.91;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin896.fa	taxid assigned	based on 3344/3400 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.94;0.94;0.82;0.79	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin897.fa	taxid assigned	based on 2520/2562 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin898.fa	taxid assigned	based on 2579/2642 ORFs	1;131567;2;1783272;1239	1.00;1.00;1.00;0.99;0.99	Bacteria	Firmicutes	no support	no support	no support	no support	no support
Bin899.fa	taxid assigned	based on 2556/2617 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;84372;1262887	1.00;1.00;1.00;0.81;0.81;0.79;0.79;0.59;0.59;0.56;0.55	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:252
Bin9.fa	taxid assigned	based on 4246/4273 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.99;0.99;0.81;0.81;0.81;0.81;0.81;0.72;0.72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin90.fa	taxid assigned	based on 3679/3705 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin900.fa	taxid assigned	based on 567/572 ORFs	1;131567;2;1224;1236;135625;712;724	1.00;1.00;0.99;0.77;0.76;0.67;0.67;0.56	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no support
Bin901.fa	taxid assigned	based on 2449/2504 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.98;0.98;0.96;0.96;0.95;0.95;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin902.fa	taxid assigned	based on 2877/2962 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.96;0.96;0.93;0.93;0.52	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin903.fa	taxid assigned	based on 3499/3582 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.47;0.47	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin904.fa	taxid assigned	based on 2787/2863 ORFs	1;131567;2;1783272;1239;186801;186802;541000;292632;2685293;2053618	1.00;0.99;0.99;0.97;0.97;0.95;0.95;0.87;0.65;0.64;0.63	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp.
Bin905.fa	taxid assigned	based on 3020/3061 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin906.fa	taxid assigned	based on 2945/3009 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.91;0.90;0.85	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin907.fa	taxid assigned	based on 2659/2705 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;84372;1262889	1.00;1.00;1.00;0.96;0.96;0.95;0.95;0.87;0.87;0.87;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:38
Bin908.fa	taxid assigned	based on 2236/2255 ORFs	1;131567;2;1783272;1239;909932;1843488;909930;33024	1.00;1.00;1.00;0.83;0.83;0.79;0.79;0.79;0.79	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	no support
